[2024-07-24 16:04:13] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0490, Current candle evolution: 0.18%
[2024-07-24 16:07:11] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:11] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66066.0000, Current candle evolution: -0.31%

[2024-07-24 16:07:11] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:12] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:12] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:12] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3091, Current candle evolution: -0.77%

[2024-07-24 16:07:12] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:12] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:12] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:13] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:13] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:13] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:13] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66064.0100, Current candle evolution: -0.31%

[2024-07-24 16:07:13] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4898, Current candle evolution: -0.55%

[2024-07-24 16:07:13] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:13] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:07:13] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:13] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:13] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:13] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3089, Current candle evolution: -0.83%

[2024-07-24 16:07:13] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:07:14] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:14] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4896, Current candle evolution: -0.59%

[2024-07-24 16:07:14] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:14] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:14] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:07:14] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:14] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:14] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.0100, Current candle evolution: -0.33%

[2024-07-24 16:07:15] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:15] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:15] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3089, Current candle evolution: -0.83%

[2024-07-24 16:07:15] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:07:15] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:15] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:15] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:15] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:15] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:15] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:16] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66078.0100, Current candle evolution: -0.29%

[2024-07-24 16:07:16] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3689, Current candle evolution: -0.40%

[2024-07-24 16:07:16] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:16] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:16] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:07:16] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:16] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:16] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:16] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:17] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4898, Current candle evolution: -0.55%

[2024-07-24 16:07:17] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:17] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3689, Current candle evolution: -0.40%

[2024-07-24 16:07:17] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:17] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:17] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:17] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66090.0200, Current candle evolution: -0.27%

[2024-07-24 16:07:17] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:17] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:17] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3091, Current candle evolution: -0.77%

[2024-07-24 16:07:17] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:07:17] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:18] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:18] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:18] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3689, Current candle evolution: -0.40%

[2024-07-24 16:07:18] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:18] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66083.8900, Current candle evolution: -0.28%

[2024-07-24 16:07:18] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:18] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4898, Current candle evolution: -0.55%

[2024-07-24 16:07:18] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:19] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:19] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:19] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.36%

[2024-07-24 16:07:19] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:19] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:07:19] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:20] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:20] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:20] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:20] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:20] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:20] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:20] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66080.0100, Current candle evolution: -0.29%

[2024-07-24 16:07:20] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:07:20] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:20] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:07:20] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:20] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:21] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:21] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:21] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:21] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:21] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:21] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66086.0000, Current candle evolution: -0.28%

[2024-07-24 16:07:21] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:21] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4896, Current candle evolution: -0.59%

[2024-07-24 16:07:22] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:22] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:07:22] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:22] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:22] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:07:22] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:23] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:23] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:23] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:23] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:23] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:23] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:23] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66094.0000, Current candle evolution: -0.27%

[2024-07-24 16:07:23] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:07:23] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:23] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3094, Current candle evolution: -0.67%

[2024-07-24 16:07:23] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5404, Current candle evolution: -0.42%

[2024-07-24 16:07:23] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:24] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:24] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:24] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66094.0000, Current candle evolution: -0.27%

[2024-07-24 16:07:24] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:24] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:24] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:24] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:24] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:25] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:25] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:25] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:25] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:25] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5404, Current candle evolution: -0.42%

[2024-07-24 16:07:25] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:26] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:26] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:26] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66094.0000, Current candle evolution: -0.27%

[2024-07-24 16:07:26] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:26] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:26] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:26] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:26] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:26] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:26] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:26] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:07:26] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:27] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:27] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:27] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:27] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:27] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66094.0000, Current candle evolution: -0.27%

[2024-07-24 16:07:27] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:27] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:27] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:28] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:28] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:28] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:28] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:07:28] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:28] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:29] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:29] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:29] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:29] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:29] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:29] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:29] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66092.0100, Current candle evolution: -0.27%

[2024-07-24 16:07:29] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:29] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:29] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:29] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:29] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:07:30] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:30] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:30] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66078.0100, Current candle evolution: -0.29%

[2024-07-24 16:07:30] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:30] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4896, Current candle evolution: -0.59%

[2024-07-24 16:07:30] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:30] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:30] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:31] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:31] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:31] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:31] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:31] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3091, Current candle evolution: -0.77%

[2024-07-24 16:07:31] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:31] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4895, Current candle evolution: -0.61%

[2024-07-24 16:07:31] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:32] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:32] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:32] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66078.0100, Current candle evolution: -0.29%

[2024-07-24 16:07:32] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:32] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:32] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:32] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:32] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:32] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3091, Current candle evolution: -0.77%

[2024-07-24 16:07:32] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:32] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:33] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:33] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:33] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

